MapMySectionsID,Genetics Tools Type,STPT Data File Path,STPT Thumbnail Image,Neuroglancer File Path,CCF Registered Image File Path,Target_Cell_Population,Qualitative Image Assessment,|,ABC.NN,Astro.TE.NN,CLA.EPd.CTX.Car3.Glut,Endo.NN,L2.3.IT.CTX.Glut,L4.5.IT.CTX.Glut,L5.ET.CTX.Glut,L5.IT.CTX.Glut,L5.NP.CTX.Glut,L6.CT.CTX.Glut,L6.IT.CTX.Glut,L6b.CTX.Glut,Lamp5.Gaba,Lamp5.Lhx6.Gaba,Lymphoid.NN,Microglia.NN,OPC.NN,Oligo.NN,Peri.NN,Pvalb.Gaba,Pvalb.chandelier.Gaba,SMC.NN,Sncg.Gaba,Sst.Chodl.Gaba,Sst.Gaba,VLMC.NN,Vip.Gaba
MMS.training.011,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/1052620527/ome_zarr_conversion/1052620527.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/540013_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/540013_STPT.json,,,"strong, sparse, GABAergic",|,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.012,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1196423986/ome_zarr_conversion/1196423986.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/634491_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/634491_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1196423986/1196423986.quantification.zip,319 Astro-TE NN,"strong, dense, Astro",|,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.013,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1340404852/ome_zarr_conversion/1340404852.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/719696_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/719696_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1340404852/1340404852.quantification.zip,006 L4/5 IT CTX Glut,"strong, dense, L4_Glutamatergic",|,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MMS.training.014,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1123816923/ome_zarr_conversion/1123816923.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/579527_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/579527_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1123816923/1123816923.quantification.zip,053 Sst Gaba,"weak, sparse, GABAergic",|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,0,1
MMS.training.015,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1286055365/ome_zarr_conversion/1286055365.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/690195_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/690195_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1286055365/1286055365.quantification.zip,056 Sst Chodl Gaba,"strong, sparse, GABAergic",|,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.016,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1100665888/ome_zarr_conversion/1100665888.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/571076_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/571076_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1100665888/1100665888.quantification.zip,022 L5 ET CTX Glut,"strong, dense, L5_Glutamatergic; strong, dense, Neuron",|,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.017,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1241095501/ome_zarr_conversion/1241095501.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/660209_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/660209_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1241095501/1241095501.quantification.zip,022 L5 ET CTX Glut,"strong, dense, L23_Glutamatergic; strong, dense, L5_Glutamatergic; strong, sparse, L23_Glutamatergic; strong, sparse, L5_Glutamatergic",|,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.018,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/1376569458/ome_zarr_conversion/1376569458.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/731674_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/731674_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1376569458/1376569458.quantification.zip,,"strong, sparse, Neuron",|,0,0,0,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.019,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1123409612/ome-zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/580875_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/580875_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1123409612/1123409612.quantification.zip,056 Sst Chodl Gaba,"strong, sparse, GABAergic; weak, sparse, GABAergic",|,0,0,0,0,1,4,2,0,0,2,0,0,2,0,0,0,0,0,0,6,0,0,0,20,24,0,0
MMS.training.020,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1293746326/ome_zarr_conversion/1293746326.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/693225_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/693225_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1293746326/1293746326.quantification.zip,022 L5 ET CTX Glut,"strong, dense, L23_Glutamatergic; strong, dense, L5_Glutamatergic",|,0,0,0,0,9,25,11,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.021,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1164131247/ome_zarr_conversion/1164131247.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/615691_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/615691_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1164131247/1164131247.quantification.zip,319 Astro-TE NN,"weak, sparse, Astro",|,0,55,0,0,1,4,0,0,0,2,1,0,5,0,0,0,0,6,0,1,0,0,0,0,2,0,0
MMS.training.022,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1231755987/ome_zarr_conversion/1231755987.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/652694_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/652694_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1231755987/1231755987.quantification.zip,046 Vip Gaba,"weak, sparse, GABAergic",|,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,74
MMS.training.023,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1278174494/ome_zarr_conversion/1278174494.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/674268_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/674268_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1278174494/1278174494.quantification.zip,046 Vip Gaba,"strong, sparse, GABAergic",|,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.024,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1192650804/ome_zarr_conversion/1192650804.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/632620_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/632620_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1192650804/1192650804.quantification.zip,006 L4/5 IT CTX Glut,"weak, sparse, L23_Glutamatergic; weak, sparse, L4_Glutamatergic",|,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.025,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/1168820317/ome_zarr_conversion/1168820317.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/618699_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/618699_STPT.json,,,"strong, sparse, Neuron",|,0,0,0,1,0,1,0,0,0,0,1,0,8,1,0,0,0,0,0,0,0,0,128,0,0,0,4
MMS.training.026,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/963095270/ome_zarr_conversion/963095270.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/477456_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/477456_STPT.json,,,"strong, dense, Neuron; strong, sparse, L6_Glutamatergic; strong, sparse, Neuron",|,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.027,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1254017099/ome_zarr_conversion/1254017099.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/666149_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/666149_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1254017099/1254017099.quantification.zip,029 L6b CTX Glut,"strong, dense, L6b_Glutamatergic; weak, sparse, L6b_Glutamatergic",|,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.028,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1282124794/ome_zarr_conversion/1282124794.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/679858_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/679858_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1282124794/1282124794.quantification.zip,006 L4/5 IT CTX Glut,"strong, dense, Neuron",|,0,0,0,0,17,55,0,6,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.029,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1388018080/ome_zarr_conversion/1388018080.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/746471_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/746471_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1388018080/1388018080.quantification.zip,030 L6 CT CTX Glut,"weak, dense, L6_Glutamatergic",|,0,0,0,0,0,0,1,0,1,37,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MMS.training.030,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1274882234/ome_zarr_conversion/1274882234.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/681761_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/681761_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1274882234/1274882234.quantification.zip,056 Sst Chodl Gaba,"strong, dense, GABAergic",|,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38,0,0,0,4,100,0,0
MMS.training.031,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1230749472/ome-zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/651212_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/651212_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1230749472/1230749472.quantification.zip,052 Pvalb Gaba,"strong, dense, GABAergic; strong, dense, L5_Glutamatergic",|,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.032,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1165012902/ome_zarr_conversion/1165012902.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/616881_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/616881_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1165012902/1165012902.quantification.zip,327 Oligo NN,"strong, dense, Oligo",|,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
MMS.training.033,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1268116164/ome_zarr_conversion/1268116164.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/672236_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/672236_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1268116164/1268116164.quantification.zip,029 L6b CTX Glut,"weak, dense, L6b_Glutamatergic",|,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.034,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1381352863/ome_zarr_conversion/1381352863.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/741763_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/741763_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1381352863/1381352863.quantification.zip,051 Pvalb chandelier Gaba,"[not assessed], dense, GABAergic",|,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.035,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1344134733/ome_zarr_conversion/1344134733.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/727401_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/727401_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1344134733/1344134733.quantification.zip,029 L6b CTX Glut,"strong, dense, L6b_Glutamatergic",|,0,0,0,0,1,7,4,0,0,2,2,17,0,0,0,0,0,0,0,4,0,0,0,0,5,0,1
MMS.training.036,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/1226962535/ome_zarr_conversion/1226962535.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/652085_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/652085_STPT.json,,,"strong, sparse, GABAergic",|,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.037,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1365188678/ome_zarr_conversion/1365188678.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/733504_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/733504_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1365188678/1365188678.quantification.zip,052 Pvalb Gaba,"strong, dense, L5_Glutamatergic; strong, dense, L6_Glutamatergic; strong, sparse, L4_Glutamatergic",|,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.038,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1271138425/ome_zarr_conversion/1271138425.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/670115_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/670115_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1271138425/1271138425.quantification.zip,022 L5 ET CTX Glut,"strong, dense, L5_Glutamatergic; weak, sparse, L5_Glutamatergic",|,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.039,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1242935172/ome_zarr_conversion/1242935172.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/660973_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/660973_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1242935172/1242935172.quantification.zip,056 Sst Chodl Gaba,"strong, dense, GABAergic",|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,31,0,0
MMS.training.040,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1175682433/ome_zarr_conversion/1175682433.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/623653_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/623653_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1175682433/1175682433.quantification.zip,004 L6 IT CTX Glut,"strong, sparse, L6_Glutamatergic; weak, dense, L6_Glutamatergic",|,0,1,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MMS.training.041,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/783350253/ome_zarr_conversion/783350253.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/404531_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/404531_STPT.json,,,"strong, sparse, Endo_Peri; strong, sparse, Neuron",|,,,,,,,,,,,,,,,,,,,,,,,,,,,
